filename,class,original_width,original_height,resized_width,resized_height,pad_top,pad_bottom,pad_left,pad_right
good_1078.jpg,good,2250,2250,224,224,0,0,0,0
good_1079.jpg,good,2250,2250,224,224,0,0,0,0
good_108.jpg,good,4000,1800,224,224,61,62,0,0
good_1080.jpg,good,2250,2250,224,224,0,0,0,0
good_1081.jpg,good,2250,2250,224,224,0,0,0,0
good_1082.jpg,good,2250,2250,224,224,0,0,0,0
good_1083.jpg,good,2250,2250,224,224,0,0,0,0
good_1084.jpg,good,2250,2250,224,224,0,0,0,0
good_1085.jpg,good,2250,2250,224,224,0,0,0,0
good_1086.jpg,good,2250,2250,224,224,0,0,0,0
good_1087.jpg,good,2250,2250,224,224,0,0,0,0
good_1088.jpg,good,2250,2250,224,224,0,0,0,0
good_1089.jpg,good,2250,2250,224,224,0,0,0,0
good_109.jpg,good,4000,1800,224,224,61,62,0,0
good_1090.jpg,good,2250,2250,224,224,0,0,0,0
good_1091.jpg,good,2250,2250,224,224,0,0,0,0
good_1092.jpg,good,1700,1700,224,224,0,0,0,0
good_1093.jpg,good,2250,2250,224,224,0,0,0,0
good_1094.jpg,good,2250,2250,224,224,0,0,0,0
good_1095.jpg,good,2250,2250,224,224,0,0,0,0
good_1096.jpg,good,2250,2250,224,224,0,0,0,0
good_1097.jpg,good,1550,1550,224,224,0,0,0,0
good_1098.jpg,good,2150,2150,224,224,0,0,0,0
good_1099.jpg,good,1750,1750,224,224,0,0,0,0
good_11.jpg,good,1800,4000,224,224,0,0,61,62
good_110.jpg,good,4000,1800,224,224,61,62,0,0
good_1100.jpg,good,2150,2150,224,224,0,0,0,0
good_1101.jpg,good,1661,1661,224,224,0,0,0,0
good_1102.jpg,good,1661,1661,224,224,0,0,0,0
good_1103.jpg,good,1850,1850,224,224,0,0,0,0
good_1104.jpg,good,1750,1750,224,224,0,0,0,0
good_1105.jpg,good,1680,1680,224,224,0,0,0,0
good_1106.jpg,good,1987,1987,224,224,0,0,0,0
good_1107.jpg,good,1800,1800,224,224,0,0,0,0
good_1108.jpg,good,2250,2250,224,224,0,0,0,0
good_1109.jpg,good,2250,2250,224,224,0,0,0,0
good_111.jpg,good,4000,1800,224,224,61,62,0,0
good_1110.jpg,good,1987,1987,224,224,0,0,0,0
good_1111.jpg,good,1987,1987,224,224,0,0,0,0
good_1112.jpg,good,2000,2000,224,224,0,0,0,0
good_1113.jpg,good,2250,2250,224,224,0,0,0,0
good_1114.jpg,good,2268,2268,224,224,0,0,0,0
good_1115.jpg,good,2268,2268,224,224,0,0,0,0
good_1116.jpg,good,2268,2268,224,224,0,0,0,0
good_1117.jpg,good,2268,2268,224,224,0,0,0,0
good_1118.jpg,good,2250,2250,224,224,0,0,0,0
good_1119.jpg,good,2268,2268,224,224,0,0,0,0
good_112.jpg,good,1574,1574,224,224,0,0,0,0
good_1120.jpg,good,2268,2268,224,224,0,0,0,0
good_1121.jpg,good,2268,2268,224,224,0,0,0,0
good_1122.jpg,good,2268,2268,224,224,0,0,0,0
good_1123.jpg,good,2268,2268,224,224,0,0,0,0
good_1124.jpg,good,2268,2268,224,224,0,0,0,0
good_1125.jpg,good,2268,2268,224,224,0,0,0,0
good_1126.jpg,good,2268,2268,224,224,0,0,0,0
good_1127.jpg,good,2268,2268,224,224,0,0,0,0
good_1128.jpg,good,2268,2268,224,224,0,0,0,0
good_1129.jpg,good,1800,1800,224,224,0,0,0,0
good_113.jpg,good,2316,2316,224,224,0,0,0,0
good_1130.jpg,good,2268,2268,224,224,0,0,0,0
good_1131.jpg,good,2268,2268,224,224,0,0,0,0
good_1132.jpg,good,2268,2268,224,224,0,0,0,0
good_1133.jpg,good,2268,2268,224,224,0,0,0,0
good_1134.jpg,good,2268,2268,224,224,0,0,0,0
good_1135.jpg,good,2268,2268,224,224,0,0,0,0
good_1136.jpg,good,2268,2268,224,224,0,0,0,0
good_1137.jpg,good,2268,2268,224,224,0,0,0,0
good_1138.jpg,good,2268,2268,224,224,0,0,0,0
good_1139.jpg,good,1800,1800,224,224,0,0,0,0
good_114.jpg,good,4000,1800,224,224,61,62,0,0
good_1140.jpg,good,2250,2250,224,224,0,0,0,0
good_1141.jpg,good,1800,1800,224,224,0,0,0,0
good_1142.jpg,good,1800,1800,224,224,0,0,0,0
good_1143.jpg,good,1800,1800,224,224,0,0,0,0
good_1144.jpg,good,1800,1800,224,224,0,0,0,0
good_1145.jpg,good,1800,1800,224,224,0,0,0,0
good_1146.jpg,good,1800,1800,224,224,0,0,0,0
good_1147.jpg,good,1800,1800,224,224,0,0,0,0
good_1148.jpg,good,1800,1800,224,224,0,0,0,0
good_1149.jpg,good,1800,1800,224,224,0,0,0,0
good_115.jpg,good,1800,4000,224,224,0,0,61,62
good_1150.jpg,good,1800,1800,224,224,0,0,0,0
good_1151.jpg,good,1800,1800,224,224,0,0,0,0
good_1152.jpg,good,1800,1800,224,224,0,0,0,0
good_1153.jpg,good,1800,1800,224,224,0,0,0,0
good_1154.jpg,good,1800,1800,224,224,0,0,0,0
good_1155.jpg,good,1800,1800,224,224,0,0,0,0
good_1156.jpg,good,1800,1800,224,224,0,0,0,0
good_1157.jpg,good,1800,1800,224,224,0,0,0,0
good_1158.jpg,good,1800,1800,224,224,0,0,0,0
good_1159.jpg,good,1800,1800,224,224,0,0,0,0
good_116.jpg,good,1800,4000,224,224,0,0,61,62
good_1160.jpg,good,1800,1800,224,224,0,0,0,0
good_1161.jpg,good,1800,1800,224,224,0,0,0,0
good_1162.jpg,good,1930,1930,224,224,0,0,0,0
good_1163.jpg,good,2250,2250,224,224,0,0,0,0
good_1164.jpg,good,1800,1800,224,224,0,0,0,0
good_1165.jpg,good,1800,1800,224,224,0,0,0,0
good_1166.jpg,good,1800,1800,224,224,0,0,0,0
good_1167.jpg,good,1800,1800,224,224,0,0,0,0
good_1168.jpg,good,1800,1800,224,224,0,0,0,0
good_1169.jpg,good,1800,1800,224,224,0,0,0,0
good_117.jpg,good,1800,4000,224,224,0,0,61,62
good_1170.jpg,good,1800,1800,224,224,0,0,0,0
good_1171.jpg,good,1800,1800,224,224,0,0,0,0
good_1172.jpg,good,1800,1800,224,224,0,0,0,0
good_1173.jpg,good,1800,1800,224,224,0,0,0,0
good_1174.jpg,good,1800,1800,224,224,0,0,0,0
good_1175.jpg,good,1800,1800,224,224,0,0,0,0
good_1176.jpg,good,1800,1800,224,224,0,0,0,0
good_1177.jpg,good,1800,1800,224,224,0,0,0,0
good_1178.jpg,good,1800,1800,224,224,0,0,0,0
good_1179.jpg,good,1800,1800,224,224,0,0,0,0
good_118.jpg,good,1800,4000,224,224,0,0,61,62
good_1180.jpg,good,1800,1800,224,224,0,0,0,0
good_1181.jpg,good,1800,1800,224,224,0,0,0,0
good_1182.jpg,good,1800,1800,224,224,0,0,0,0
good_1183.jpg,good,1800,1800,224,224,0,0,0,0
good_1184.jpg,good,1800,1800,224,224,0,0,0,0
good_1185.jpg,good,2250,2250,224,224,0,0,0,0
good_1186.jpg,good,1800,1800,224,224,0,0,0,0
good_1187.jpg,good,1800,1800,224,224,0,0,0,0
good_1188.jpg,good,1800,1800,224,224,0,0,0,0
good_1189.jpg,good,1800,1800,224,224,0,0,0,0
good_119.jpg,good,1800,4000,224,224,0,0,61,62
good_1190.jpg,good,2080,2080,224,224,0,0,0,0
good_1191.jpg,good,2080,2080,224,224,0,0,0,0
good_1192.jpg,good,2080,2080,224,224,0,0,0,0
good_1193.jpg,good,1800,1800,224,224,0,0,0,0
good_1194.jpg,good,1800,1800,224,224,0,0,0,0
good_1195.jpg,good,1800,1800,224,224,0,0,0,0
good_1196.jpg,good,1800,1800,224,224,0,0,0,0
good_1197.jpg,good,1800,1800,224,224,0,0,0,0
good_1198.jpg,good,1800,1800,224,224,0,0,0,0
good_1199.jpg,good,1800,1800,224,224,0,0,0,0
good_12.jpg,good,1800,4000,224,224,0,0,61,62
good_120.jpg,good,1800,4000,224,224,0,0,61,62
good_1200.jpg,good,1800,1800,224,224,0,0,0,0
good_1201.jpg,good,1800,1800,224,224,0,0,0,0
good_1202.jpg,good,1800,1800,224,224,0,0,0,0
good_1203.jpg,good,1800,1800,224,224,0,0,0,0
good_1204.jpg,good,1800,1800,224,224,0,0,0,0
good_1205.jpg,good,1800,1800,224,224,0,0,0,0
good_1206.jpg,good,1800,1800,224,224,0,0,0,0
good_1207.jpg,good,2250,2250,224,224,0,0,0,0
good_1208.jpg,good,1800,1800,224,224,0,0,0,0
good_1209.jpg,good,1800,1800,224,224,0,0,0,0
good_121.jpg,good,1800,4000,224,224,0,0,61,62
good_1210.jpg,good,1800,1800,224,224,0,0,0,0
good_1211.jpg,good,1800,1800,224,224,0,0,0,0
good_1212.jpg,good,1800,1800,224,224,0,0,0,0
good_1213.jpg,good,1800,1800,224,224,0,0,0,0
good_1214.jpg,good,1800,1800,224,224,0,0,0,0
good_1215.jpg,good,1800,1800,224,224,0,0,0,0
good_1216.jpg,good,1800,1800,224,224,0,0,0,0
good_1217.jpg,good,1800,1800,224,224,0,0,0,0
good_1218.jpg,good,1800,1800,224,224,0,0,0,0
good_1219.jpg,good,1800,1800,224,224,0,0,0,0
good_122.jpg,good,1800,4000,224,224,0,0,61,62
good_1220.jpg,good,1800,1800,224,224,0,0,0,0
good_1221.jpg,good,1800,1800,224,224,0,0,0,0
good_1222.jpg,good,1800,1800,224,224,0,0,0,0
good_1223.jpg,good,1800,1800,224,224,0,0,0,0
good_1224.jpg,good,1800,1800,224,224,0,0,0,0
good_1225.jpg,good,1800,1800,224,224,0,0,0,0
good_1226.jpg,good,1800,1800,224,224,0,0,0,0
good_1227.jpg,good,1800,1800,224,224,0,0,0,0
good_1228.jpg,good,1800,1800,224,224,0,0,0,0
good_1229.jpg,good,2250,2250,224,224,0,0,0,0
good_123.jpg,good,1800,4000,224,224,0,0,61,62
good_1230.jpg,good,1800,1800,224,224,0,0,0,0
good_1231.jpg,good,1800,1800,224,224,0,0,0,0
good_1232.jpg,good,1800,1800,224,224,0,0,0,0
good_1233.jpg,good,1800,1800,224,224,0,0,0,0
good_1234.jpg,good,1800,1800,224,224,0,0,0,0
good_1235.jpg,good,1800,1800,224,224,0,0,0,0
good_1236.jpg,good,1800,1800,224,224,0,0,0,0
good_1237.jpg,good,1800,1800,224,224,0,0,0,0
good_1238.jpg,good,1800,1800,224,224,0,0,0,0
good_1239.jpg,good,2250,2250,224,224,0,0,0,0
good_124.jpg,good,2718,2718,224,224,0,0,0,0
good_1240.jpg,good,1800,1800,224,224,0,0,0,0
good_1241.jpg,good,1800,1800,224,224,0,0,0,0
good_1242.jpg,good,1800,1800,224,224,0,0,0,0
good_1243.jpg,good,1800,1800,224,224,0,0,0,0
good_1244.jpg,good,1800,1800,224,224,0,0,0,0
good_1245.jpg,good,1800,1800,224,224,0,0,0,0
good_1246.jpg,good,1800,1800,224,224,0,0,0,0
good_1247.jpg,good,1800,1800,224,224,0,0,0,0
good_1248.jpg,good,1800,1800,224,224,0,0,0,0
good_1249.jpg,good,1800,1800,224,224,0,0,0,0
good_125.jpg,good,1800,4000,224,224,0,0,61,62
good_1250.jpg,good,2000,2000,224,224,0,0,0,0
good_1251.jpg,good,1800,1800,224,224,0,0,0,0
good_1252.jpg,good,1800,1800,224,224,0,0,0,0
good_1253.jpg,good,1800,1800,224,224,0,0,0,0
good_1254.jpg,good,1800,1800,224,224,0,0,0,0
good_1255.jpg,good,1800,1800,224,224,0,0,0,0
good_1256.jpg,good,1800,1800,224,224,0,0,0,0
good_1257.jpg,good,1800,1800,224,224,0,0,0,0
good_1258.jpg,good,1800,1800,224,224,0,0,0,0
good_1259.jpg,good,1800,1800,224,224,0,0,0,0
good_126.jpg,good,1800,4000,224,224,0,0,61,62
good_1260.jpg,good,1800,1800,224,224,0,0,0,0
good_1261.jpg,good,2250,2250,224,224,0,0,0,0
good_1262.jpg,good,1800,1800,224,224,0,0,0,0
good_1263.jpg,good,1800,1800,224,224,0,0,0,0
good_1264.jpg,good,1800,1800,224,224,0,0,0,0
good_1265.jpg,good,1800,1800,224,224,0,0,0,0
good_1266.jpg,good,1800,1800,224,224,0,0,0,0
good_1267.jpg,good,1800,1800,224,224,0,0,0,0
good_1268.jpg,good,1800,1800,224,224,0,0,0,0
good_1269.jpg,good,1800,1800,224,224,0,0,0,0
good_127.jpg,good,1800,4000,224,224,0,0,61,62
good_1270.jpg,good,1800,1800,224,224,0,0,0,0
good_1271.jpg,good,2250,2250,224,224,0,0,0,0
good_1272.jpg,good,1800,1800,224,224,0,0,0,0
good_1273.jpg,good,2250,2250,224,224,0,0,0,0
good_1274.jpg,good,2250,2250,224,224,0,0,0,0
good_1275.jpg,good,2250,2250,224,224,0,0,0,0
good_1276.jpg,good,2250,2250,224,224,0,0,0,0
good_1277.jpg,good,2250,2250,224,224,0,0,0,0
good_1278.jpg,good,2250,2250,224,224,0,0,0,0
good_1279.jpg,good,2250,2250,224,224,0,0,0,0
good_128.jpg,good,1800,4000,224,224,0,0,61,62
good_1280.jpg,good,2250,2250,224,224,0,0,0,0
good_1281.jpg,good,2250,2250,224,224,0,0,0,0
good_1282.jpg,good,2250,2250,224,224,0,0,0,0
good_1283.jpg,good,2250,2250,224,224,0,0,0,0
good_1284.jpg,good,2250,2250,224,224,0,0,0,0
good_1285.jpg,good,2250,2250,224,224,0,0,0,0
good_1286.jpg,good,2250,2250,224,224,0,0,0,0
good_1287.jpg,good,2250,2250,224,224,0,0,0,0
good_1288.jpg,good,2250,2250,224,224,0,0,0,0
good_1289.jpg,good,2250,2250,224,224,0,0,0,0
good_129.jpg,good,1800,4000,224,224,0,0,61,62
good_1290.jpg,good,2250,2250,224,224,0,0,0,0
good_1291.jpg,good,2250,2250,224,224,0,0,0,0
good_1292.jpg,good,2250,2250,224,224,0,0,0,0
good_1293.jpg,good,2250,2250,224,224,0,0,0,0
good_1294.jpg,good,2250,2250,224,224,0,0,0,0
good_1295.jpg,good,1750,1750,224,224,0,0,0,0
good_1296.jpg,good,2250,2250,224,224,0,0,0,0
good_1297.jpg,good,2250,2250,224,224,0,0,0,0
good_1298.jpg,good,2250,2250,224,224,0,0,0,0
good_1299.jpg,good,2250,2250,224,224,0,0,0,0
good_13.jpg,good,1694,1694,224,224,0,0,0,0
good_130.jpg,good,1800,4000,224,224,0,0,61,62
good_1300.jpg,good,2250,2250,224,224,0,0,0,0
good_1301.jpg,good,2250,2250,224,224,0,0,0,0
good_1302.jpg,good,2250,2250,224,224,0,0,0,0
good_1303.jpg,good,1990,1990,224,224,0,0,0,0
good_1304.jpg,good,2250,2250,224,224,0,0,0,0
good_1305.jpg,good,2250,2250,224,224,0,0,0,0
good_1306.jpg,good,1790,1790,224,224,0,0,0,0
good_1307.jpg,good,2250,2250,224,224,0,0,0,0
good_1308.jpg,good,2250,2250,224,224,0,0,0,0
good_1309.jpg,good,2250,2250,224,224,0,0,0,0
good_131.jpg,good,1800,4000,224,224,0,0,61,62
good_1310.jpg,good,2250,2250,224,224,0,0,0,0
good_1311.jpg,good,2250,2250,224,224,0,0,0,0
good_1312.jpg,good,2250,2250,224,224,0,0,0,0
good_1313.jpg,good,2250,2250,224,224,0,0,0,0
good_1314.jpg,good,2250,2250,224,224,0,0,0,0
good_1315.jpg,good,2250,2250,224,224,0,0,0,0
good_1316.jpg,good,2250,2250,224,224,0,0,0,0
good_1317.jpg,good,1950,1950,224,224,0,0,0,0
good_1318.jpg,good,2250,2250,224,224,0,0,0,0
good_1319.jpg,good,2250,2250,224,224,0,0,0,0
good_132.jpg,good,1800,4000,224,224,0,0,61,62
good_1320.jpg,good,2250,2250,224,224,0,0,0,0
good_1321.jpg,good,2250,2250,224,224,0,0,0,0
good_1322.jpg,good,2250,2250,224,224,0,0,0,0
good_1323.jpg,good,2250,2250,224,224,0,0,0,0
good_1324.jpg,good,2250,2250,224,224,0,0,0,0
good_1325.jpg,good,2250,2250,224,224,0,0,0,0
good_1326.jpg,good,2250,2250,224,224,0,0,0,0
good_1327.jpg,good,2250,2250,224,224,0,0,0,0
good_1328.jpg,good,1900,1900,224,224,0,0,0,0
good_1329.jpg,good,2250,2250,224,224,0,0,0,0
good_133.jpg,good,1800,4000,224,224,0,0,61,62
good_1330.jpg,good,2250,2250,224,224,0,0,0,0
good_1331.jpg,good,2250,2250,224,224,0,0,0,0
good_1332.jpg,good,2250,2250,224,224,0,0,0,0
good_1333.jpg,good,2250,2250,224,224,0,0,0,0
good_1334.jpg,good,2250,2250,224,224,0,0,0,0
good_1335.jpg,good,1800,1800,224,224,0,0,0,0
good_1336.jpg,good,1810,1810,224,224,0,0,0,0
good_1337.jpg,good,1750,1750,224,224,0,0,0,0
good_1338.jpg,good,1630,1630,224,224,0,0,0,0
good_1339.jpg,good,2250,2250,224,224,0,0,0,0
good_134.jpg,good,1800,4000,224,224,0,0,61,62
good_1340.jpg,good,2268,2268,224,224,0,0,0,0
good_1341.jpg,good,2250,2250,224,224,0,0,0,0
good_1342.jpg,good,2268,2268,224,224,0,0,0,0
good_1343.jpg,good,2250,2250,224,224,0,0,0,0
good_1344.jpg,good,2268,2268,224,224,0,0,0,0
good_1345.jpg,good,1910,1910,224,224,0,0,0,0
good_1346.jpg,good,1800,1800,224,224,0,0,0,0
good_1347.jpg,good,1600,1600,224,224,0,0,0,0
good_1348.jpg,good,1850,1850,224,224,0,0,0,0
good_1349.jpg,good,2268,2268,224,224,0,0,0,0
good_135.jpg,good,2799,2799,224,224,0,0,0,0
good_1350.jpg,good,2250,2250,224,224,0,0,0,0
good_1351.jpg,good,1900,1900,224,224,0,0,0,0
good_1352.jpg,good,1800,1800,224,224,0,0,0,0
good_1353.jpg,good,2268,2268,224,224,0,0,0,0
good_1354.jpg,good,2100,2100,224,224,0,0,0,0
good_1355.jpg,good,1990,1990,224,224,0,0,0,0
good_1356.jpg,good,2250,2250,224,224,0,0,0,0
good_1357.jpg,good,2250,2250,224,224,0,0,0,0
good_1358.jpg,good,2268,2268,224,224,0,0,0,0
good_1359.jpg,good,2250,2250,224,224,0,0,0,0
good_136.jpg,good,1800,4000,224,224,0,0,61,62
good_1360.jpg,good,2268,2268,224,224,0,0,0,0
good_1361.jpg,good,2100,2100,224,224,0,0,0,0
good_1362.jpg,good,2250,2250,224,224,0,0,0,0
good_1363.jpg,good,2268,2268,224,224,0,0,0,0
good_1364.jpg,good,2250,2250,224,224,0,0,0,0
good_1365.jpg,good,2250,2250,224,224,0,0,0,0
good_1366.jpg,good,2268,2268,224,224,0,0,0,0
good_1367.jpg,good,2250,2250,224,224,0,0,0,0
good_1368.jpg,good,2250,2250,224,224,0,0,0,0
good_1369.jpg,good,2250,2250,224,224,0,0,0,0
good_137.jpg,good,1800,4000,224,224,0,0,61,62
good_1370.jpg,good,2268,2268,224,224,0,0,0,0
good_1371.jpg,good,2250,2250,224,224,0,0,0,0
good_1372.jpg,good,1800,1800,224,224,0,0,0,0
good_1373.jpg,good,1450,1450,224,224,0,0,0,0
good_1374.jpg,good,1550,1550,224,224,0,0,0,0
good_1375.jpg,good,2250,2250,224,224,0,0,0,0
good_1376.jpg,good,2250,2250,224,224,0,0,0,0
good_1377.jpg,good,2268,2268,224,224,0,0,0,0
good_1378.jpg,good,2250,2250,224,224,0,0,0,0
good_1379.jpg,good,2268,2268,224,224,0,0,0,0
good_138.jpg,good,1800,4000,224,224,0,0,61,62
good_1380.jpg,good,2250,2250,224,224,0,0,0,0
good_1381.jpg,good,2268,2268,224,224,0,0,0,0
good_1382.jpg,good,1430,1430,224,224,0,0,0,0
good_1383.jpg,good,2250,2250,224,224,0,0,0,0
good_1384.jpg,good,2250,2250,224,224,0,0,0,0
good_1385.jpg,good,2000,2000,224,224,0,0,0,0
good_1386.jpg,good,2268,2268,224,224,0,0,0,0
good_1387.jpg,good,2250,2250,224,224,0,0,0,0
good_1388.jpg,good,2268,2268,224,224,0,0,0,0
good_1389.jpg,good,2250,2250,224,224,0,0,0,0
good_139.jpg,good,1800,4000,224,224,0,0,61,62
good_1390.jpg,good,2268,2268,224,224,0,0,0,0
good_1391.jpg,good,2250,2250,224,224,0,0,0,0
good_1392.jpg,good,2250,2250,224,224,0,0,0,0
good_1393.jpg,good,2250,2250,224,224,0,0,0,0
good_1394.jpg,good,2268,2268,224,224,0,0,0,0
good_1395.jpg,good,2250,2250,224,224,0,0,0,0
good_1396.jpg,good,2250,2250,224,224,0,0,0,0
good_1397.jpg,good,2250,2250,224,224,0,0,0,0
good_1398.jpg,good,2268,2268,224,224,0,0,0,0
good_1399.jpg,good,2250,2250,224,224,0,0,0,0
good_14.jpg,good,1800,4000,224,224,0,0,61,62
good_140.jpg,good,1800,4000,224,224,0,0,61,62
good_1400.jpg,good,2250,2250,224,224,0,0,0,0
good_1401.jpg,good,2268,2268,224,224,0,0,0,0
good_1402.jpg,good,2250,2250,224,224,0,0,0,0
good_1403.jpg,good,2268,2268,224,224,0,0,0,0
good_1404.jpg,good,2250,2250,224,224,0,0,0,0
good_1405.jpg,good,2250,2250,224,224,0,0,0,0
good_1406.jpg,good,2250,2250,224,224,0,0,0,0
good_1407.jpg,good,2268,2268,224,224,0,0,0,0
good_1408.jpg,good,2250,2250,224,224,0,0,0,0
good_1409.jpg,good,2250,2250,224,224,0,0,0,0
good_141.jpg,good,1800,4000,224,224,0,0,61,62
good_1410.jpg,good,2250,2250,224,224,0,0,0,0
good_1411.jpg,good,1800,1800,224,224,0,0,0,0
good_1412.jpg,good,2250,2250,224,224,0,0,0,0
good_1413.jpg,good,2250,2250,224,224,0,0,0,0
good_1414.jpg,good,2250,2250,224,224,0,0,0,0
good_1415.jpg,good,2250,2250,224,224,0,0,0,0
good_1416.jpg,good,2040,2040,224,224,0,0,0,0
good_1417.jpg,good,2250,2250,224,224,0,0,0,0
good_1418.jpg,good,2250,2250,224,224,0,0,0,0
good_1419.jpg,good,2250,2250,224,224,0,0,0,0
good_142.jpg,good,1800,4000,224,224,0,0,61,62
good_1420.jpg,good,2250,2250,224,224,0,0,0,0
good_1421.jpg,good,2250,2250,224,224,0,0,0,0
good_1422.jpg,good,2070,2070,224,224,0,0,0,0
good_1423.jpg,good,2250,2250,224,224,0,0,0,0
good_1424.jpg,good,2250,2250,224,224,0,0,0,0
good_1425.jpg,good,2050,2050,224,224,0,0,0,0
good_1426.jpg,good,2250,2250,224,224,0,0,0,0
good_1427.jpg,good,2250,2250,224,224,0,0,0,0
good_1428.jpg,good,2250,2250,224,224,0,0,0,0
good_1429.jpg,good,1920,1920,224,224,0,0,0,0
good_143.jpg,good,1800,4000,224,224,0,0,61,62
good_1430.jpg,good,1850,1850,224,224,0,0,0,0
