original_path,new_filename,extension,original_width,original_height,resized_width,resized_height,pad_top,pad_bottom,pad_left,pad_right
negative_22.jpg,negative_72.jpg,.jpg,80,59,224,224,29,30,0,0
negative_23.jpg,negative_73.jpg,.jpg,80,120,224,224,0,0,37,38
negative_24.jpg,negative_74.jpg,.jpg,80,60,224,224,28,28,0,0
negative_25.jpg,negative_75.jpg,.jpg,80,62,224,224,25,25,0,0
negative_26.jpg,negative_76.jpg,.jpg,80,60,224,224,28,28,0,0
negative_27.jpg,negative_77.jpg,.jpg,80,53,224,224,38,38,0,0
negative_28.jpg,negative_78.jpg,.jpg,80,56,224,224,33,34,0,0
negative_29.jpg,negative_79.jpg,.jpg,80,60,224,224,28,28,0,0
negative_3.jpg,negative_80.jpg,.jpg,80,126,224,224,0,0,41,41
negative_30.jpg,negative_81.jpg,.jpg,80,60,224,224,28,28,0,0
negative_31.jpg,negative_82.jpg,.jpg,80,60,224,224,28,28,0,0
negative_32.jpg,negative_83.jpg,.jpg,80,120,224,224,0,0,37,38
negative_33.jpg,negative_84.jpg,.jpg,80,60,224,224,28,28,0,0
negative_34.jpg,negative_85.jpg,.jpg,80,53,224,224,38,38,0,0
negative_35.jpg,negative_86.jpg,.jpg,80,76,224,224,5,6,0,0
negative_36.jpg,negative_87.jpg,.jpg,80,119,224,224,0,0,36,37
negative_37.jpg,negative_88.jpg,.jpg,80,80,224,224,0,0,0,0
negative_38.jpg,negative_89.jpg,.jpg,80,60,224,224,28,28,0,0
negative_39.jpg,negative_90.jpg,.jpg,80,107,224,224,0,0,28,29
negative_4.jpg,negative_91.jpg,.jpg,80,60,224,224,28,28,0,0
negative_40.jpg,negative_92.jpg,.jpg,80,60,224,224,28,28,0,0
negative_41.jpg,negative_93.jpg,.jpg,80,60,224,224,28,28,0,0
negative_42.jpg,negative_94.jpg,.jpg,80,60,224,224,28,28,0,0
negative_43.jpg,negative_95.jpg,.jpg,80,56,224,224,33,34,0,0
negative_44.jpg,negative_96.jpg,.jpg,80,60,224,224,28,28,0,0
negative_45.jpg,negative_97.jpg,.jpg,80,107,224,224,0,0,28,29
negative_46.jpg,negative_98.jpg,.jpg,80,120,224,224,0,0,37,38
negative_47.jpg,negative_99.jpg,.jpg,80,120,224,224,0,0,37,38
negative_48.jpg,negative_100.jpg,.jpg,80,60,224,224,28,28,0,0
negative_49.jpg,negative_101.jpg,.jpg,80,53,224,224,38,38,0,0
negative_5.jpg,negative_102.jpg,.jpg,80,120,224,224,0,0,37,38
negative_50.jpg,negative_103.jpg,.jpg,80,120,224,224,0,0,37,38
negative_51.jpg,negative_104.jpg,.jpg,80,60,224,224,28,28,0,0
negative_52.jpg,negative_105.jpg,.jpg,80,60,224,224,28,28,0,0
negative_53.jpg,negative_106.jpg,.jpg,80,60,224,224,28,28,0,0
negative_54.jpg,negative_107.jpg,.jpg,80,100,224,224,0,0,22,23
negative_55.jpg,negative_108.jpg,.jpg,80,53,224,224,38,38,0,0
negative_56.jpg,negative_109.jpg,.jpg,80,53,224,224,38,38,0,0
negative_57.jpg,negative_110.jpg,.jpg,80,107,224,224,0,0,28,29
negative_58.jpg,negative_111.jpg,.jpg,80,98,224,224,0,0,20,21
negative_59.jpg,negative_112.jpg,.jpg,80,120,224,224,0,0,37,38
negative_6.jpg,negative_113.jpg,.jpg,80,54,224,224,36,37,0,0
negative_60.jpg,negative_114.jpg,.jpg,80,60,224,224,28,28,0,0
negative_61.jpg,negative_115.jpg,.jpg,80,52,224,224,39,39,0,0
negative_62.jpg,negative_116.jpg,.jpg,80,60,224,224,28,28,0,0
negative_63.jpg,negative_117.jpg,.jpg,80,53,224,224,38,38,0,0
negative_64.jpg,negative_118.jpg,.jpg,80,107,224,224,0,0,28,29
negative_65.jpg,negative_119.jpg,.jpg,80,54,224,224,36,37,0,0
negative_66.jpg,negative_120.jpg,.jpg,80,73,224,224,10,10,0,0
negative_67.jpg,negative_121.jpg,.jpg,80,53,224,224,38,38,0,0
negative_68.jpg,negative_122.jpg,.jpg,80,53,224,224,38,38,0,0
negative_69.jpg,negative_123.jpg,.jpg,80,54,224,224,36,37,0,0
negative_7.jpg,negative_124.jpg,.jpg,80,60,224,224,28,28,0,0
negative_70.jpg,negative_125.jpg,.jpg,80,60,224,224,28,28,0,0
negative_71.jpg,negative_126.jpg,.jpg,80,80,224,224,0,0,0,0
negative_72.jpg,negative_127.jpg,.jpg,80,60,224,224,28,28,0,0
negative_73.jpg,negative_128.jpg,.jpg,80,107,224,224,0,0,28,29
negative_74.jpg,negative_129.jpg,.jpg,80,80,224,224,0,0,0,0
negative_75.jpg,negative_130.jpg,.jpg,80,53,224,224,38,38,0,0
negative_76.jpg,negative_131.jpg,.jpg,80,53,224,224,38,38,0,0
negative_77.jpg,negative_132.jpg,.jpg,80,73,224,224,10,10,0,0
negative_78.jpg,negative_133.jpg,.jpg,80,57,224,224,32,32,0,0
negative_79.jpg,negative_134.jpg,.jpg,80,80,224,224,0,0,0,0
negative_8.jpg,negative_135.jpg,.jpg,80,56,224,224,33,34,0,0
negative_80.jpg,negative_136.jpg,.jpg,80,65,224,224,21,21,0,0
negative_81.jpg,negative_137.jpg,.jpg,80,53,224,224,38,38,0,0
negative_82.jpg,negative_138.jpg,.jpg,80,60,224,224,28,28,0,0
negative_83.jpg,negative_139.jpg,.jpg,80,80,224,224,0,0,0,0
negative_84.jpg,negative_140.jpg,.jpg,80,112,224,224,0,0,32,32
negative_85.jpg,negative_141.jpg,.jpg,80,53,224,224,38,38,0,0
negative_86.jpg,negative_142.jpg,.jpg,80,60,224,224,28,28,0,0
negative_87.jpg,negative_143.jpg,.jpg,80,53,224,224,38,38,0,0
negative_88.jpg,negative_144.jpg,.jpg,80,50,224,224,42,42,0,0
negative_89.jpg,negative_145.jpg,.jpg,80,80,224,224,0,0,0,0
negative_9.jpg,negative_146.jpg,.jpg,80,53,224,224,38,38,0,0
negative_90.jpg,negative_147.jpg,.jpg,80,80,224,224,0,0,0,0
negative_91.jpg,negative_148.jpg,.jpg,80,53,224,224,38,38,0,0
negative_92.jpg,negative_149.jpg,.jpg,80,60,224,224,28,28,0,0
negative_93.jpg,negative_150.jpg,.jpg,80,54,224,224,36,37,0,0
negative_94.jpg,negative_151.jpg,.jpg,80,120,224,224,0,0,37,38
negative_95.jpg,negative_152.jpg,.jpg,80,120,224,224,0,0,37,38
negative_96.jpg,negative_153.jpg,.jpg,80,53,224,224,38,38,0,0
negative_97.jpg,negative_154.jpg,.jpg,80,60,224,224,28,28,0,0
negative_98.jpg,negative_155.jpg,.jpg,80,53,224,224,38,38,0,0
negative_99.jpg,negative_156.jpg,.jpg,80,80,224,224,0,0,0,0
